domain_id	substrates	type	source	split
cattleyapeptin-Cat30-1	['4-methoxy-l-tryptophan']	bacterial	['benchmark', 'nrpstransformer_benchmark']	benchmark
habitasporin-habA-6(val)	['valine']	bacterial	['nrpstransformer_s1']	train
epoxinnamide-epcA-2(hpg)	['4-hydroxyphenylglycine']	bacterial	['nrpstransformer_s1']	train
faulknamycin-fauE-3(val)	['valine']	bacterial	['nrpstransformer_s1']	train
ALU98443.1.A1	['3-amino-3-(4-hydroxyphenyl)propanoic acid']	bacterial	['parasect', 'add_db']	train
foroxymithine-NRPS-2(ser)	['serine']	bacterial	['nrpstransformer_s1']	train
albopeptide-albB-1(ser)	['serine']	bacterial	['nrpstransformer_s1']	train
BGC0001686-bgc1(val)	['valine']	bacterial	['nrpstransformer_s1']	train
xenobactin-03680-3(thr)	['l-threonine']	bacterial	['nrpstransformer_s1']	train
flesuside-NRPS4-3(ala)	['alanine']	bacterial	['nrpstransformer_s1']	train
BGC0001754-rmyA1(FA//FAc17)	['fatty acid']	bacterial	['nrpstransformer_s1']	train
ABQ35781.1.A1	['l-phenylalanine']	bacterial	['add_db']	train
pseudotetratide-12600-2(pro)	['proline']	bacterial	['nrpstransformer_s1']	train
QEO75073.1.A1	['aspartic acid']	bacterial	['parasect', 'add_db']	train
ALC18615.1.A1	['2,3-dihydroxybenzoic acid']	bacterial	['add_db']	train
ABA25094.1.A1	['aspartic acid']	bacterial	['add_db']	train
QOE83924.1.A1	['l-phenylalanine']	bacterial	['parasect', 'add_db']	train
lunaemycin-lun22-3(piz)	['piperazic acid']	bacterial	['nrpstransformer_s1']	train
wollamide-wolG2-2(lys)	['l-lysine']	bacterial	['nrpstransformer_s1']	train
BCJ07533.1.A1	['glutamine']	bacterial	['parasect', 'add_db']	train
UHJ79951.1.A3	['cysteine']	bacterial	['parasect', 'add_db']	train
polyoxyperuin-popR(bOHleu)	['3-hydroxyleucine']	bacterial	['nrpstransformer_s1']	train
dilarmycin-dilK1(asp)	['aspartic acid']	bacterial	['nrpstransformer_s1']	train
rhizonin-rhzA2(leu)	['leucine']	bacterial	['nrpstransformer_s1']	train
BGC0002661-tsk10-3(phe)	['l-phenylalanine']	bacterial	['nrpstransformer_s1']	train
alterobactin-WP_063365574-2(Lys)	['l-lysine']	bacterial	['nrpstransformer_s1']	train
UHJ79951.1.A2	['cysteine']	bacterial	['parasect', 'add_db']	train
BGC0000958-antC2(Pyruvate)	['pyruvic acid']	bacterial	['nrpstransformer_s1']	train
SOV25620.1.A3	['proline']	bacterial	['parasect']	train
BGC0001358-lcsA-1(4-me-pro)|OAQ83772.1.A1	['4-methylproline']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
BGC0002272-ATEG_10305-2-(trp)|EAU29302.1.A2	['anthranilic acid', 'tryptophan']	fungal	['parasect', 'add_db', 'nrpstransformer_s2', 'benchmark']	benchmark
BGC0002188-NRPS32-6(val)|EKJ70673.1.A6	['valine', '2-amino-3-methylpentanoic acid']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
ABS87601.1.A1|BGC0001037-AFUA_8G00540-1(phe)|A7UC77.A1|EAL85113.2.A1	['l-phenylalanine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
BGC0001122-ATEG00325-1(leu)|EAU38971.1.A1	['leucine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
texV.A3	['2-aminoisobutyric acid']	fungal	['parasect']	train
QNH68024.1.A1|BGC0002268-pfpA-1(phe)	['l-phenylalanine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
sp_A0A1W6BT53.1_APMA_PENBR.A2	['l-phenylalanine']	fungal	['parasect']	train
AFB76152.1.A1|BGC0002277-greA-1(4-hydroxyphenylpyruvic-acid)	['4-hydroxyphenylpyruvic acid']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
BGC0002276-ATRR(glycine-betaine/N-dimethylglycine)|EAA62478.1.A1	['n,n-dimethylglycine', 'glycine betaine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
WXC56736.1.A4	['proline']	fungal	['parasect']	train
EAU31031.1.A1	['phenylpyruvic acid']	fungal	['parasect']	train
BAE56606.1.A1|BGC0001123-aclP-1(phe)	['l-phenylalanine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
XP_003044554.1.A3|BGC0001768-NhNPS5-3(-hydroxyisocaproic-acid-)	['2-hydroxy-4-methylvaleric acid']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
WCD39066.1.A1	['glutamic acid']	fungal	['parasect']	train
XP_013953110.1.A18	['valinol']	fungal	['parasect']	train
g8718.t1.A6	['β-alanine']	fungal	['parasect']	train
P26046.A3|ABA70582.1.A3|BGC0000404-pcbAB-3(val)|AAA63415.1.A3|P19787.A3	['valine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
esyn1.A2	['valine']	fungal	['parasect']	train
EEQ33597.1.A1	['2-aminoadipic acid']	fungal	['add_db']	train
XP_660149.2.A1|AN2545.A1|CBF87069.1.A1|BGC0001290-easA-1(gly)	['glycine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
CAB39315.1.A2|O94205.A2	['l-phenylalanine']	fungal	['parasect', 'add_db']	train
AEV21230.1.A1	['alanine']	fungal	['parasect', 'benchmark']	benchmark
g8718.t1.A11	['isovaline']	fungal	['parasect']	train
AAM78457.1.A1	['2-aminoisobutyric acid', 'isovaline']	fungal	['parasect', 'add_db']	train
QCC62999.1.A5|BGC0001966-NRPS-5(ser)	['serine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
PTB76898.1.A20	['leucinol']	fungal	['parasect']	train
CAI59268.1.A1	['valine']	fungal	['parasect']	train
P26046.A2|ABA70582.1.A2|BGC0000404-pcbAB-2(cys)|ABR12615.1.A2|BGC0000405-pcbAB-2(cys)|AAA63415.1.A2	['cysteine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
ESU05145.1.A1|FGSG_15673.A3	['leucine', 'serine']	fungal	['parasect', 'add_db']	train
BGC0002093-iccA-1(tyr)|QBQ83704.1.A1	['tyrosine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
WZI19543.1.A1	['tryptophan']	fungal	['parasect']	train
ARB50207.1.A3	['proline']	fungal	['parasect', 'benchmark']	benchmark
BGC0001636-NRPS-3(val)|BGC0001636-NRPS-6(val)|BBC83957.1.A3|BBC83957.1.A6	['valine', 'aspartic acid', 'glycine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
CAP93139.1.A3|BGC0000357-pc16g04690-3(phe/trp)	['valine', 'l-phenylalanine', 'tryptophan']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
BGC0001084-notE-1(trp)|ADM34138.1.A1	['proline', 'tryptophan']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
QNN94286.1.A13|BGC0002555-emeB-13(4-oh-pro)	['4-hydroxyproline']	fungal	['parasect', 'nrpstransformer_s2', 'benchmark']	benchmark
OAQ83772.1.A4|BGC0001358-lcsA-4(2-aminoisobutyric-acid-)	['2-aminoisobutyric acid']	fungal	['parasect', 'add_db', 'nrpstransformer_s2', 'benchmark']	benchmark
AMT84997.1.A2	['alanine']	fungal	['parasect']	train
astN.A4	['serine']	fungal	['parasect']	train
Q09164.A6|BGC0000334-simA-6(2-aminobutyric-acid)|ctg1_orf003.A6|CAA82227.1.A6	['valine', 'α-aminobutyric acid']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
EAW25028.1.A1	['2-aminoadipic acid']	fungal	['add_db']	train
NP_593102.1.A1	['glycine']	fungal	['parasect']	train
chaP_not_in_genbank.A2|ctg1_orf10.A1|BGC0000321-chaP-1(trp)	['serine', 'tryptophan']	fungal	['parasect', 'nrpstransformer_s2']	train
AGA37269.1.A1|BGC0000819-phqB-1(-methylproline)	['4-methylproline']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
BAO73252.1.A3	['proline']	fungal	['parasect']	train
EAU35759.1.A1	['2-aminoadipic acid']	fungal	['add_db']	train
XP_020057667.1.A1|BGC0001718-okaA-1(trp)	['tryptophan']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
EDP50490.1.A1	['2-aminoadipic acid']	fungal	['add_db']	train
EYB32861.1.A1	['n5-trans-anhydromevalonyl-n5-hydroxyornithine']	fungal	['parasect']	train
BGC0001966-NRPS-6(ser)|QCC62999.1.A6	['serine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
BGC0002188-NRPS32-5(tyr)|EKJ70673.1.A5	['tyrosine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
P27742.A2|AAA03914.1.A2	['cysteine']	fungal	['parasect', 'add_db']	train
ACJ04424.1.A7|ACJ04424.1.A2|ACJ04424.1.A9|B6SF67.A9|B6SF67.A2|BGC0000307-aba1-9(val)|B6SF67.A7|BGC0000307-aba1-7(val)|BGC0000307-aba1-2(val)	['valine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2', 'benchmark']	benchmark
texV.A4	['2-aminoisobutyric acid']	fungal	['parasect', 'benchmark']	benchmark
AIP87510.1.A1	['d-serine']	fungal	['parasect']	train
BGC0002555-emeB-5(2-aminoisobutyric-acid/d-isovaline)|QNN94286.1.A5	['2-aminoisobutyric acid', 'd-isovaline']	fungal	['parasect', 'nrpstransformer_s2']	train
AMM63162.1.A2|BGC0001371-aniA-2(thr)	['l-threonine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
BGC0002230-tolA-1(tyr)|QPC57090.1.A1	['tyrosine']	fungal	['parasect', 'nrpstransformer_s2', 'benchmark']	benchmark
BGC0002208-opaA-2(phe)|KIA75458.1.A2	['l-phenylalanine']	fungal	['parasect', 'nrpstransformer_s2', 'benchmark']	benchmark
BGC0002250-ttcA-1(ser)|EDU47082.1.A1	['serine', 'aspartic acid']	fungal	['parasect', 'nrpstransformer_s2']	train
BGC0002543-prnrps-1(orn)|QIW91877.1.A1	['ornithine']	fungal	['parasect', 'nrpstransformer_s2']	train
g8718.t1.A9	['alanine']	fungal	['parasect', 'benchmark']	benchmark
BGC0001621-imqB-2(tyr)|XP_002379984.1.A2	['tyrosine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2', 'benchmark']	benchmark
BGC0002275-anatpks-1(phe)|PYH50506.1.A1|BGC0002171-AnATPKS-1(phe)|EHA27898.1.A1	['d-phenylalanine', 'l-phenylalanine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2', 'benchmark']	benchmark
BGC0001035-GLNRPS4-6(3-oh-pro)|EPE34341.1.A6	['3-hydroxy-4-methylproline', '3-hydroxyproline']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
sp_M1W0X8.1_LPSA1_CLAP2.A1|CCE30226.1.A1|AET79183.1.A1	['alanine']	fungal	['parasect']	train
QCC62999.1.A2|BGC0001966-NRPS-2(glu)	['glutamic acid']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
ATQ39428.1.A7|BGC0001565-cycC-7(gly)	['glycine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
ClsI.A1	['valine']	fungal	['parasect', 'benchmark']	benchmark
XP_001217690.1.A1|BGC0001517-apmB-1(benzoic-acid)	['benzoic acid']	fungal	['parasect', 'nrpstransformer_s2']	train
BGC0001857-BuaA-1(4-oh-pro)|QBE85649.1.A1	['4-hydroxyproline']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
BGC0001365-tcpP-1(tyr)|sp_M1WCQ3.1_TCPP_CLAP2.A1|CCE28989.1.A1	['tyrosine']	fungal	['parasect', 'nrpstransformer_s2']	train
ULE36150.1.A1	['tryptophan']	fungal	['parasect']	train
QIW91877.1.A6|BGC0002543-prnrps-6(3-oh-4-me-pro)	['3-hydroxy-4-methylproline']	fungal	['parasect', 'nrpstransformer_s2']	train
BGC0002555-emeB-9(2-aminoisobutyric-acid)|QNN94286.1.A9	['2-aminoisobutyric acid']	fungal	['parasect', 'nrpstransformer_s2']	train
QOW41315.1.A2	['tyrosine', 'l-phenylalanine', 'tryptophan']	fungal	['parasect']	train
QNN94286.1.A8|BGC0002555-emeB-8(d-isovaline)	['d-isovaline']	fungal	['parasect', 'nrpstransformer_s2']	train
QTX15956.1.A1	['ochratoxin b']	fungal	['parasect']	train
AAM78457.1.A9	['2-aminoisobutyric acid', 'isovaline']	fungal	['parasect', 'add_db', 'benchmark']	benchmark
BGC0001261-AMT1-1(2-hydroxyisovaleric-acid)|AAF01762.1.A1	['3,3-dihomo-4-methoxytyrosine', '3,3-dihomophenylalanine', '3,3-dihomotyrosine', '2-hydroxy-3-methylbutyric acid']	fungal	['parasect', 'nrpstransformer_s2']	train
BGC0001240-MaNPS1-3(ser)|EXU96269.1.A3	['serine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
EAT91803.2.A1|BGC0002205-phmA-1(leu)	['leucine']	fungal	['parasect', 'nrpstransformer_s2']	train
BGC0001565-cycC-4(val)|ATQ39428.1.A4	['valine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2', 'benchmark']	benchmark
BGC0001636-NRPS-8(gly)|BBC83957.1.A8	['valine', 'glycine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2', 'benchmark']	benchmark
texG.A6	['2-aminoisobutyric acid']	fungal	['parasect']	train
ARB50207.1.A1	['alanine']	fungal	['parasect', 'benchmark']	benchmark
EPE34341.1.A3|BGC0001035-GLNRPS4-3(4-oh-pro)	['4-hydroxyproline']	fungal	['parasect', 'add_db', 'nrpstransformer_s2', 'benchmark']	benchmark
AAM78457.1.A6	['glutamine']	fungal	['parasect', 'add_db']	train
sp_B8NWW5.1_LNBA_ASPFN.A1	['tyrosine']	fungal	['parasect']	train
OTA01063.1.A18	['glutamine']	fungal	['parasect']	train
BGC0002555-emeB-10(4-oh-pro)|QNN94286.1.A10	['4-hydroxyproline']	fungal	['parasect', 'nrpstransformer_s2']	train
AAM78457.1.A13	['proline']	fungal	['parasect', 'add_db']	train
BGC0002186-NRPS7-2(3-aminoisobutyric-acid-)|ESU15173.1.A2	['3-aminoisobutyric acid']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
BGC0001166-HTS1-4(2S-amino-9,10-epoxy-8-oxodecanoic-acid)|AGQ43600.1.A4	['2-amino-9,10-epoxy-8-oxodecanoic acid', '2-amino-fatty acid']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
XP_013953110.1.A9	['2-aminoisobutyric acid']	fungal	['parasect']	train
OAQ83772.1.A9|BGC0001358-lcsA-9(beta-ala)	['β-alanine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
AUS29484.1.A1|BGC0002605-otaB-1(ochratoxin-)	['ochratoxin b']	fungal	['parasect', 'nrpstransformer_s2']	train
AAM78457.1.A17	['glutamine']	fungal	['parasect', 'add_db', 'benchmark']	benchmark
AFT91378.1.A5	['l-threonine']	fungal	['parasect']	train
AET13879.1.A2|AET13875.1.A2|BGC0001250-sidN-2(gln)|BGC0001251-sidN-2(gln)	['glutamine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
FGSG_15673.A5|ESU05145.1.A3	['4-hydroxyglutamine', '2-aminodecanoic acid']	fungal	['parasect', 'add_db']	train
EGX96626.1.A1	['3s-hydroxy-4r-methyloctanoic acid']	fungal	['parasect']	train
BGC0001609-GliP-1(phe)|EHK22005.1.A1	['l-phenylalanine']	fungal	['parasect', 'nrpstransformer_s2']	train
AGQ43600.1.A3|BGC0001166-HTS1-3(ala)	['d-alanine', 'alanine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
BGC0002264-hkm11-1(trans-cinnamate)|KAF7597139.1.A1	['cinnamic acid']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
ATQ39428.1.A2|BGC0001565-cycC-2(leu)	['leucine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
AAK21902.1.A1|Q9C1G0.A1	['2-aminoadipic acid']	fungal	['parasect', 'add_db']	train
QNN94286.1.A15|BGC0002555-emeB-15(phenylalaninol)	['l-phenylalaninol', 'l-phenylalanine']	fungal	['parasect', 'nrpstransformer_s2']	train
BGC0001966-NRPS-1(ala)|QCC62999.1.A1	['alanine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
EXU96269.1.A5|BGC0001240-MaNPS1-5(beta-ala)	['β-alanine', '1-aminocyclopropanecarboxylic acid']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
BGC0001044-sirP-2(ser)|AAS92545.1.A2	['serine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
AGA37269.1.A2|BGC0000819-phqB-2(trp)	['tryptophan']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
BGC0000334-simA-2(leu)|CAA82227.1.A2|ctg1_orf003.A2|Q09164.A2	['leucine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2', 'benchmark']	benchmark
BGC0000968-cheA-1(trp)|CAO91861.1.A1|A8KNE2.A1	['tryptophan']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
BGC0000355-Af12070-3(ala)|EAL89049.1.A3	['alanine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
BGC0002198-TzpA-1(anthranilate)|QMS79067.1.A1	['anthranilic acid']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
PTB76898.1.A13	['2-aminoisobutyric acid']	fungal	['parasect']	train
ctg1_orf003.A11|Q09164.A11|CAA82227.1.A11|BGC0000334-simA-11(ala)	['alanine']	fungal	['parasect', 'nrpstransformer_s2']	train
OTA01063.1.A1	['2-aminoisobutyric acid']	fungal	['parasect', 'benchmark']	benchmark
BGC0001966-NRPS-3(asn)|QCC62999.1.A3	['asparagine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
g8724.t1.A2	['β-alanine']	fungal	['parasect']	train
g8718.t1.A13	['alanine']	fungal	['parasect', 'benchmark']	benchmark
BGC0001768-NhNPS5-2(leu)|XP_003044554.1.A2	['leucine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
texV.A12	['β-alanine']	fungal	['parasect']	train
BGC0000442-tdiA-1(Indole-3-pyruvic-acid)|CBF80711.1.A1	['3-(indol-3-yl)pyruvic acid']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
AAP56239.1.A2|AN0607.4.A2	['cysteine', 'glycine']	fungal	['parasect', 'add_db', 'benchmark']	benchmark
ATQ39428.1.A10|BGC0001565-cycC-10(leu)	['leucine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
O94205.A3|CAB39315.1.A3	['proline']	fungal	['parasect', 'add_db']	train
ATQ39428.1.A6|BGC0001565-cycC-6(thr/abu)	['l-threonine', 'α-aminobutyric acid']	fungal	['parasect', 'add_db', 'nrpstransformer_s2', 'benchmark']	benchmark
BGC0001515-atnA-1(ser/ala)|CBF73453.1.A1	['serine', 'alanine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
EKG15176.1.A1	['alanine']	fungal	['parasect']	train
BGC0001290-easA-4(ala)|AN2545.A4|CBF87069.1.A4|XP_660149.2.A4	['alanine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
XP_660149.2.A5|BGC0001290-easA-5(ala)|CBF87069.1.A5|AN2545.A5	['alanine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
ADN43685.1.A1|BGC0001136-dmbS-1(tyr)	['tyrosine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
AUO29226.1.A1	['phenylpyruvic acid']	fungal	['parasect']	train
EAL19510.1.A1	['2-aminoadipic acid']	fungal	['add_db']	train
BGC0000816-malG-1(pro)|AGA37267.1.A1	['proline']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
XP_013953110.1.A17	['glutamine']	fungal	['parasect']	train
BGC0000307-aba1-5(pro)|B6SF67.A5|ACJ04424.1.A5	['proline']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
QOW41314.1.A5	['leucine']	fungal	['parasect', 'benchmark']	benchmark
ATQ39428.1.A8|BGC0001565-cycC-8(leu)	['leucine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2', 'benchmark']	benchmark
BGC0000334-simA-5(4R-butenyl-4R-methylthreonine)|Q09164.A5|CAA82227.1.A5|ctg1_orf003.A5	['leucine', '(e)-2-butenyl-4-methyl-threonine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
BN849_0052030.A3	['glutamine']	fungal	['parasect']	train
EED14366.1.A1	['l-phenylalanine']	fungal	['add_db']	train
g8718.t1.A10	['leucine']	fungal	['parasect', 'benchmark']	benchmark
QKG86306.1.A2	['tryptophan']	fungal	['parasect']	train
EED20981.1.A1	['2-aminoadipic acid']	fungal	['add_db']	train
QPG95273.1.A1	['alanine']	fungal	['parasect']	train
CAZ85576.1.A1	['2-aminoadipic acid']	fungal	['add_db']	train
CAP96445.1.A2|BGC0000420-oxaA-2(his)	['l-histidine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
BN849_0052030.A1	['serine']	fungal	['parasect']	train
UOH28374.1.A1|BGC0002149-aceN-1(leu)	['leucine']	fungal	['parasect', 'nrpstransformer_s2', 'benchmark']	benchmark
BGC0000337-dtxS1-5(ala)|MAA_10043.A5|EFY94500.2.A5|ANH22643.1.A5	['valine', 'alanine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
BGC0002188-NRPS32-3(ala)|EKJ70673.1.A3	['alanine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
ABA70582.1.A1|BGC0000404-pcbAB-1(2-aminoadipic-acid)|AAA63415.1.A1|P26046.A1|ABR12615.1.A1|BGC0000405-pcbAB-1(2-aminoadipic-acid)|P19787.A1	['2-aminoadipic acid']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
EER23582.1.A1	['2-aminoadipic acid']	fungal	['add_db']	train
BGC0002235-ACE1-1(tyr)|EHA55860.1.A1|sp_G4MVZ2.1_ACE1_PYRO7.A1	['tyrosine']	fungal	['parasect', 'nrpstransformer_s2']	train
g8718.t1.A4	['2-aminoisobutyric acid']	fungal	['parasect']	train
KKP04599.1.A1|BGC0002066-harA-1(tyr)	['tyrosine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
BGC0002169-acrB-1(ser)|OJJ98497.1.A1	['serine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
EED21789.1.A2	['cysteine']	fungal	['add_db']	train
BGC0002304-pvhA-1(ile)|AZZ09613.1.A1	['2-amino-3-methylpentanoic acid']	fungal	['parasect', 'add_db', 'nrpstransformer_s2', 'benchmark']	benchmark
BGC0000307-aba1-4(phe)|ACJ04424.1.A3|B6SF67.A3|B6SF67.A4|BGC0000307-aba1-3(phe)|ACJ04424.1.A4	['l-phenylalanine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
texG.A3	['alanine']	fungal	['parasect']	train
BGC0002167-lnbA-1(tyr)|sp_B8NTZ9.1_LNAA_ASPFN.A1|QMW33900.1.A1	['tyrosine']	fungal	['parasect', 'nrpstransformer_s2', 'benchmark']	benchmark
D1FVF0.A1|ACR78148.1.A1|BGC0000312-bsls-1(2R-hydroxyisovaleric-acid)	['2-hydroxy-3-methylbutyric acid']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
EEQ42879.1.A1	['2-aminoadipic acid']	fungal	['add_db']	train
ctg1_37.A1	['2-hydroxy-3-methylbutyric acid']	fungal	['parasect']	train
AAM78457.1.A3	['alanine']	fungal	['parasect', 'add_db']	train
PKY04129.1.A3	['leucine']	fungal	['parasect']	train
XTP71052.1.A4	['tryptophan']	fungal	['parasect']	train
P25464.A1|KFH48607.1.A1	['2-aminoadipic acid']	fungal	['parasect']	train
ANH22643.1.A6|MAA_10043.A6|EFY94500.2.A6|BGC0000337-dtxS1-6(beta-alanine)	['β-alanine', 'alanine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
BGC0001515-atnA-5(asn)|CBF73453.1.A5	['asparagine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
texV.A8	['2-aminoisobutyric acid']	fungal	['parasect']	train
BGC0000334-simA-4(val)|Q09164.A4|ctg1_orf003.A4|CAA82227.1.A4	['valine', 'glycine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
BGC0002617-psyA-2(val/ala)|AMQ36132.1.A2	['valine', 'alanine']	fungal	['parasect', 'nrpstransformer_s2']	train
QYS95804.1.A11	['leucine']	fungal	['parasect']	train
EED21789.1.A1	['2-aminoadipic acid']	fungal	['add_db']	train
EAU29302.1.A1|BGC0002272-ATEG_10305-1-(anthranilate)	['anthranilic acid', 'tryptophan']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
PKY04129.1.A2	['valine', 'alanine']	fungal	['parasect']	train
BGC0002273-btyA-1(4-hydroxyphenylpyruvic-acid)|EAU36089.1.A1	['4-hydroxyphenylpyruvic acid']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
EYE98744.1.A1	['tryptophan']	fungal	['parasect', 'benchmark']	benchmark
BGC0002203-besA-2(phe)|EJP62835.1.A2	['l-phenylalanine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
QYS95804.1.A3	['2-amino-3-methylpentanoic acid']	fungal	['parasect']	train
BGC0001636-NRPS-10(tyr)|BBC83957.1.A10	['tyrosine', 'o-methyltyrosine', 'alanine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
AKL78825.1.A1|BGC0001187-1-GLNRPS7(gly)	['glycine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
OAQ83772.1.A10|BGC0001358-lcsA-10(ala)	['alanine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2', 'benchmark']	benchmark
BGC0002546-PN-13-1(trp)|QHD43130.1.A1	['tryptophan']	fungal	['parasect', 'nrpstransformer_s2']	train
EED13574.1.A2	['cysteine']	fungal	['add_db']	train
AQX36215.1.A1|sp_A0A248AFK6.1_NPS2_CERS8.A1	['n5-acetyl-n5-hydroxy-l-ornithine', 'hydroxyornithine']	fungal	['parasect']	train
BBB04327.1.A1	['tryptophan']	fungal	['parasect', 'add_db']	train
EPS29069.1.A1	['(s,e)-2-amino-4-decenoic acid[unverified]']	fungal	['parasect', 'add_db']	train
UHY14093.1.A1	['anthranilic acid']	fungal	['parasect']	train
EAL86624.1.A1	['n5-cis-anhydromevalonyl-n5-hydroxyornithine[unverified]']	fungal	['parasect']	train
QTW21132.1.A2	['valine']	fungal	['parasect', 'benchmark']	benchmark
EAU36744.1.A1|BGC0000292-ataP-1(phe)|XP_001212648.1.A1	['l-phenylalanine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
astN.A2	['proline']	fungal	['parasect']	train
BGC0001966-NRPS-8(gly)|QCC62999.1.A8	['glycine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2', 'benchmark']	benchmark
PTB76898.1.A17	['2-aminoisobutyric acid']	fungal	['parasect']	train
AAL26315.2.A2	['valine']	fungal	['add_db']	train
AAL26315.2.A1	['alanine']	fungal	['add_db']	train
BGC0000304-aps1-4(2S-amino-8-oxodecanoic-acid/2S-amino-decanoic-acid/2S-amino-8S-hydroxydecanoic-acid)|ACZ66258.1.A4|D2IKP5.A4	['2-amino-8-oxodecanoic acid', '2-amino-fatty acid']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
BGC0001515-atnA-2(thr/allo-thr)|CBF73453.1.A2	['l-threonine']	fungal	['parasect', 'add_db', 'nrpstransformer_s2']	train
ETR98599.1.A2	['2-aminoisobutyric acid']	fungal	['parasect']	train
